Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
D4D2A4	D4D2A4_TRIVH	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRV_01207	Trichophyton verrucosum (strain HKI 0517)	881	Glycosyl hydrolase 3 family
G3AT17	G3AT17_SPAPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL2 SPAPADRAFT_141816	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	841	Glycosyl hydrolase 3 family
D8Q8Q6	D8Q8Q6_SCHCM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SCHCODRAFT_68813	Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus)	862	Glycosyl hydrolase 3 family
G3AGX1	G3AGX1_SPAPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL5 SPAPADRAFT_57697	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	651	Glycosyl hydrolase 3 family
A0A0A2W3A3	A0A0A2W3A3_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g1315	Beauveria bassiana D1-5	874	Glycosyl hydrolase 3 family
A0A0A2VIA9	A0A0A2VIA9_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g8631	Beauveria bassiana D1-5	783	Glycosyl hydrolase 3 family
A0A0A2VV23	A0A0A2VV23_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g4625	Beauveria bassiana D1-5	781	Glycosyl hydrolase 3 family
A0A0A2V5H7	A0A0A2V5H7_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g12080	Beauveria bassiana D1-5	781	Glycosyl hydrolase 3 family
A0A0A2VMG1	A0A0A2VMG1_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g5613	Beauveria bassiana D1-5	832	Glycosyl hydrolase 3 family
G3AGT2	G3AGT2_SPAPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL6 SPAPADRAFT_58631	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	651	Glycosyl hydrolase 3 family
G3AIV6	G3AIV6_SPAPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SPAPADRAFT_48884	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	814	Glycosyl hydrolase 3 family
A0A0A2VY79	A0A0A2VY79_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g2933	Beauveria bassiana D1-5	743	Glycosyl hydrolase 3 family
A0A0A2VSP3	A0A0A2VSP3_BEABA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BBAD15_g5505	Beauveria bassiana D1-5	949	Glycosyl hydrolase 3 family
A0A094IA87	A0A094IA87_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_03713	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	813	Glycosyl hydrolase 3 family
A0A094HKJ9	A0A094HKJ9_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_09025	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	784	Glycosyl hydrolase 3 family
A0A094G3T2	A0A094G3T2_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_05004	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	864	Glycosyl hydrolase 3 family
A0A094F1Z1	A0A094F1Z1_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_10367	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	812	Glycosyl hydrolase 3 family
A0A093ZUE1	A0A093ZUE1_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V491_03296	Pseudogymnoascus pannorum VKM F-3775	895	Glycosyl hydrolase 3 family
A0A094AM14	A0A094AM14_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V491_02245	Pseudogymnoascus pannorum VKM F-3775	847	Glycosyl hydrolase 3 family
A0A093Z232	A0A093Z232_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V491_07248	Pseudogymnoascus pannorum VKM F-3775	812	Glycosyl hydrolase 3 family
A0A094J0K8	A0A094J0K8_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_00191	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	1455	Glycosyl hydrolase 3 family
A0A094IPC4	A0A094IPC4_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_01663	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	857	Glycosyl hydrolase 3 family
A0A094FBL0	A0A094FBL0_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_06537	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	1656	Glycosyl hydrolase 3 family
A0A094GAT7	A0A094GAT7_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_01172	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	845	Glycosyl hydrolase 3 family
A0A094HE25	A0A094HE25_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_10494	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	835	Glycosyl hydrolase 3 family
A0A093Z3P1	A0A093Z3P1_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V491_08064	Pseudogymnoascus pannorum VKM F-3775	858	Glycosyl hydrolase 3 family
A0A094FEI3	A0A094FEI3_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V500_05903	Pseudogymnoascus pannorum VKM F-4518 (FW-2643)	841	Glycosyl hydrolase 3 family
A0A093Z0H4	A0A093Z0H4_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V491_07466	Pseudogymnoascus pannorum VKM F-3775	845	Glycosyl hydrolase 3 family
A0A093YXZ8	A0A093YXZ8_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V491_07899	Pseudogymnoascus pannorum VKM F-3775	1628	Glycosyl hydrolase 3 family
A0A0D2FQ47	A0A0D2FQ47_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Z519_10778	Cladophialophora bantiana CBS 173.52	970	Glycosyl hydrolase 3 family
A0A0D0XK51	A0A0D0XK51_CRYGA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	I310_04629	Cryptococcus gattii CA1014	879	Glycosyl hydrolase 3 family
E5R0P2	E5R0P2_ARTGP	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MGYG_01416	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	871	Glycosyl hydrolase 3 family
A0A0D2I4Q5	A0A0D2I4Q5_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Z519_07839	Cladophialophora bantiana CBS 173.52	836	Glycosyl hydrolase 3 family
A0A0D0XFS4	A0A0D0XFS4_CRYGA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	I310_06333	Cryptococcus gattii CA1014	863	Glycosyl hydrolase 3 family
E5R3U9	E5R3U9_ARTGP	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MGYG_01045	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	864	Glycosyl hydrolase 3 family
A0A067TLK0	A0A067TLK0_9AGAR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GALMADRAFT_236587	Galerina marginata CBS 339.88	851	Glycosyl hydrolase 3 family
A0A067TGQ8	A0A067TGQ8_9AGAR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GALMADRAFT_224540	Galerina marginata CBS 339.88	866	Glycosyl hydrolase 3 family
A0A0D2HNQ8	A0A0D2HNQ8_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Z519_04983	Cladophialophora bantiana CBS 173.52	826	Glycosyl hydrolase 3 family
A0A067TDP2	A0A067TDP2_9AGAR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GALMADRAFT_221203	Galerina marginata CBS 339.88	810	Glycosyl hydrolase 3 family
A0A0A8L3C5	A0A0A8L3C5_9SACH	unreviewed	Beta-glucosidase (EC 3.2.1.21)	KLDO_g1860	Kluyveromyces dobzhanskii CBS 2104	845	Glycosyl hydrolase 3 family
G0RWC1	G0RWC1_HYPJQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	cel3c TRIREDRAFT_82227	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	834	Glycosyl hydrolase 3 family
A0A067T742	A0A067T742_9AGAR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GALMADRAFT_94735	Galerina marginata CBS 339.88	877	Glycosyl hydrolase 3 family
A0A0D0XJE9	A0A0D0XJE9_CRYGA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	I310_06583	Cryptococcus gattii CA1014	848	Glycosyl hydrolase 3 family
G0RGP9	G0RGP9_HYPJQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIREDRAFT_47268	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	814	Glycosyl hydrolase 3 family
G0RDY1	G0RDY1_HYPJQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIREDRAFT_104797	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	781	Glycosyl hydrolase 3 family
G0RRL7	G0RRL7_HYPJQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIREDRAFT_66832	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	890	Glycosyl hydrolase 3 family
Q6C391	Q6C391_YARLI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	YALI0_F01672g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	862	Glycosyl hydrolase 3 family
A0A022YCM1	A0A022YCM1_TRIRU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	H110_07899	Trichophyton rubrum MR1448	863	Glycosyl hydrolase 3 family
A0A022YBU5	A0A022YBU5_TRIRU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	H110_07899	Trichophyton rubrum MR1448	818	Glycosyl hydrolase 3 family
A0A0F8A024	A0A0F8A024_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HIM_05478	Hirsutella minnesotensis 3608	881	Glycosyl hydrolase 3 family
A0A0F7ZI50	A0A0F7ZI50_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HIM_07220	Hirsutella minnesotensis 3608	825	Glycosyl hydrolase 3 family
A0A067M931	A0A067M931_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BOTBODRAFT_113061	Botryobasidium botryosum FD-172 SS1	850	Glycosyl hydrolase 3 family
A0A0F7ZUJ0	A0A0F7ZUJ0_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HIM_05679	Hirsutella minnesotensis 3608	882	Glycosyl hydrolase 3 family
S3DXV1	S3DXV1_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_08904	Glarea lozoyensis (strain ATCC 20868 / MF5171)	893	Glycosyl hydrolase 3 family
S3D5P9	S3D5P9_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_07587	Glarea lozoyensis (strain ATCC 20868 / MF5171)	884	Glycosyl hydrolase 3 family
A0A017SD93	A0A017SD93_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	EURHEDRAFT_458167	Aspergillus ruber CBS 135680	845	Glycosyl hydrolase 3 family
S3CXI9	S3CXI9_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_08403	Glarea lozoyensis (strain ATCC 20868 / MF5171)	877	Glycosyl hydrolase 3 family
S3DIM6	S3DIM6_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_09182	Glarea lozoyensis (strain ATCC 20868 / MF5171)	853	Glycosyl hydrolase 3 family
A0A017SCG8	A0A017SCG8_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	EURHEDRAFT_501823	Aspergillus ruber CBS 135680	861	Glycosyl hydrolase 3 family
S3CZQ6	S3CZQ6_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_03346	Glarea lozoyensis (strain ATCC 20868 / MF5171)	832	Glycosyl hydrolase 3 family
A0A017SDI5	A0A017SDI5_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	EURHEDRAFT_455983	Aspergillus ruber CBS 135680	869	Glycosyl hydrolase 3 family
S3DHT4	S3DHT4_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_02050	Glarea lozoyensis (strain ATCC 20868 / MF5171)	839	Glycosyl hydrolase 3 family
S3CIP2	S3CIP2_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_11710	Glarea lozoyensis (strain ATCC 20868 / MF5171)	836	Glycosyl hydrolase 3 family
A0A017S6A8	A0A017S6A8_9EURO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	EURHEDRAFT_462865	Aspergillus ruber CBS 135680	766	Glycosyl hydrolase 3 family
S3DN56	S3DN56_GLAL2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLAREA_04709	Glarea lozoyensis (strain ATCC 20868 / MF5171)	802	Glycosyl hydrolase 3 family
B5B423	B5B423_PICET	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL1	Pichia etchellsii (Yeast)	847	Glycosyl hydrolase 3 family
Q00903	Q00903_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Gaeumannomyces graminis	793	Glycosyl hydrolase 3 family
Q00902	Q00902_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Gaeumannomyces graminis	637	Glycosyl hydrolase 3 family
R0IBS0	R0IBS0_SETT2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SETTUDRAFT_156525	Setosphaeria turcica (strain 28A) (Northern leaf blight fungus) (Exserohilum turcicum)	766	Glycosyl hydrolase 3 family
R0JYE8	R0JYE8_SETT2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SETTUDRAFT_23637	Setosphaeria turcica (strain 28A) (Northern leaf blight fungus) (Exserohilum turcicum)	870	Glycosyl hydrolase 3 family
C1G0U3	C1G0U3_PARBD	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PADG_00483	Paracoccidioides brasiliensis (strain Pb18)	885	Glycosyl hydrolase 3 family
R0I5P0	R0I5P0_SETT2	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SETTUDRAFT_44742	Setosphaeria turcica (strain 28A) (Northern leaf blight fungus) (Exserohilum turcicum)	834	Glycosyl hydrolase 3 family
C1G8D7	C1G8D7_PARBD	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PADG_03523	Paracoccidioides brasiliensis (strain Pb18)	874	Glycosyl hydrolase 3 family
A0A084BRS4	A0A084BRS4_ASPFM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BA78_6389	Aspergillus fumigatus var. RP-2014	332	Glycosyl hydrolase 3 family
A0A0C2Z8C7	A0A0C2Z8C7_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SCLCIDRAFT_1218832	Scleroderma citrinum Foug A	859	Glycosyl hydrolase 3 family
A0A084BYT2	A0A084BYT2_ASPFM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BA78_0263	Aspergillus fumigatus var. RP-2014	833	Glycosyl hydrolase 3 family
A0A0C2ZS49	A0A0C2ZS49_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SCLCIDRAFT_1213476	Scleroderma citrinum Foug A	855	Glycosyl hydrolase 3 family
A0A084BND9	A0A084BND9_ASPFM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BA78_2151	Aspergillus fumigatus var. RP-2014	806	Glycosyl hydrolase 3 family
A0A084BWZ4	A0A084BWZ4_ASPFM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BA78_5733	Aspergillus fumigatus var. RP-2014	873	Glycosyl hydrolase 3 family
A0A084C1C6	A0A084C1C6_ASPFM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BA78_1206	Aspergillus fumigatus var. RP-2014	838	Glycosyl hydrolase 3 family
A0A084BYC1	A0A084BYC1_ASPFM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BA78_5935	Aspergillus fumigatus var. RP-2014	888	Glycosyl hydrolase 3 family
Q55JF2	Q55JF2_CRYNB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CNBL0350	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	863	Glycosyl hydrolase 3 family
Q55RL4	Q55RL4_CRYNB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CNBE5170	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	845	Glycosyl hydrolase 3 family
W9KHB4	W9KHB4_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_04840	Fusarium oxysporum Fo47	840	Glycosyl hydrolase 3 family
W9JMR3	W9JMR3_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_13114	Fusarium oxysporum Fo47	840	Glycosyl hydrolase 3 family
A0A094H6G7	A0A094H6G7_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_10514	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	812	Glycosyl hydrolase 3 family
A0A093USG6	A0A093USG6_PENMA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GQ26_0370770	Talaromyces marneffei PM1	884	Glycosyl hydrolase 3 family
W9JPV3	W9JPV3_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_14082	Fusarium oxysporum Fo47	771	Glycosyl hydrolase 3 family
W9JF54	W9JF54_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_18033	Fusarium oxysporum Fo47	842	Glycosyl hydrolase 3 family
W9K437	W9K437_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_11924	Fusarium oxysporum Fo47	820	Glycosyl hydrolase 3 family
W9JSD1	W9JSD1_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_13776	Fusarium oxysporum Fo47	876	Glycosyl hydrolase 3 family
A0A094HXR6	A0A094HXR6_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_04191	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	864	Glycosyl hydrolase 3 family
N1QN62	N1QN62_SPHMS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SEPMUDRAFT_160784	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	869	Glycosyl hydrolase 3 family
A0A093UWA2	A0A093UWA2_PENMA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GQ26_0301260	Talaromyces marneffei PM1	833	Glycosyl hydrolase 3 family
A0A094GQW4	A0A094GQW4_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_10949	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	813	Glycosyl hydrolase 3 family
A0A094JHJ9	A0A094JHJ9_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_09334	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	813	Glycosyl hydrolase 3 family
W9JKS6	W9JKS6_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_15510	Fusarium oxysporum Fo47	838	Glycosyl hydrolase 3 family
A0A094HGG9	A0A094HGG9_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_06078	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	895	Glycosyl hydrolase 3 family
W9JHX7	W9JHX7_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_14688	Fusarium oxysporum Fo47	848	Glycosyl hydrolase 3 family
W9JP51	W9JP51_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_13842	Fusarium oxysporum Fo47	837	Glycosyl hydrolase 3 family
M3BQR4	M3BQR4_SPHMS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SEPMUDRAFT_159337	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	1609	Glycosyl hydrolase 3 family
W9JCA5	W9JCA5_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_16877	Fusarium oxysporum Fo47	1446	Glycosyl hydrolase 3 family
A0A094IB15	A0A094IB15_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_02594	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	845	Glycosyl hydrolase 3 family
A0A093V2K5	A0A093V2K5_PENMA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GQ26_0301260	Talaromyces marneffei PM1	878	Glycosyl hydrolase 3 family
W9LBN2	W9LBN2_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_02194	Fusarium oxysporum Fo47	710	Glycosyl hydrolase 3 family
W9JWX0	W9JWX0_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_13407	Fusarium oxysporum Fo47	868	Glycosyl hydrolase 3 family
B6Q884	B6Q884_PENMQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PMAA_036290	Penicillium marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333)	884	Glycosyl hydrolase 3 family
W9LH90	W9LH90_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_02194	Fusarium oxysporum Fo47	851	Glycosyl hydrolase 3 family
W9KFQ0	W9KFQ0_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_07917	Fusarium oxysporum Fo47	846	Glycosyl hydrolase 3 family
A0A022Z744	A0A022Z744_TRIRU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	H113_07962	Trichophyton rubrum MR1459	818	Glycosyl hydrolase 3 family
B6QFK6	B6QFK6_PENMQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PMAA_082470	Penicillium marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333)	842	Glycosyl hydrolase 3 family
W9JG29	W9JG29_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_17640	Fusarium oxysporum Fo47	868	Glycosyl hydrolase 3 family
W9JJC8	W9JJC8_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_16068	Fusarium oxysporum Fo47	797	Glycosyl hydrolase 3 family
M3CCQ2	M3CCQ2_SPHMS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SEPMUDRAFT_127847	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	801	Glycosyl hydrolase 3 family
B6Q6E8	B6Q6E8_PENMQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PMAA_024440	Penicillium marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333)	855	Glycosyl hydrolase 3 family
M3C2T4	M3C2T4_SPHMS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SEPMUDRAFT_148250	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	891	Glycosyl hydrolase 3 family
A0A022Z7Z5	A0A022Z7Z5_TRIRU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	H113_07962	Trichophyton rubrum MR1459	863	Glycosyl hydrolase 3 family
A0A094H6L3	A0A094H6L3_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_10475	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	835	Glycosyl hydrolase 3 family
A0A093V928	A0A093V928_PENMA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GQ26_0370770	Talaromyces marneffei PM1	738	Glycosyl hydrolase 3 family
W9K343	W9K343_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_10342	Fusarium oxysporum Fo47	860	Glycosyl hydrolase 3 family
W9K2G9	W9K2G9_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_10092	Fusarium oxysporum Fo47	832	Glycosyl hydrolase 3 family
M3DF54	M3DF54_SPHMS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SEPMUDRAFT_162168	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	899	Glycosyl hydrolase 3 family
A0A094HF23	A0A094HF23_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_06320	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	857	Glycosyl hydrolase 3 family
A0A094JSY9	A0A094JSY9_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V502_07212	Pseudogymnoascus pannorum VKM F-4520 (FW-2644)	841	Glycosyl hydrolase 3 family
N1QK84	N1QK84_SPHMS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SEPMUDRAFT_113594	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	918	Glycosyl hydrolase 3 family
A0A093XZW5	A0A093XZW5_PENMA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GQ26_0061070	Talaromyces marneffei PM1	855	Glycosyl hydrolase 3 family
B6QB23	B6QB23_PENMQ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PMAA_064750	Penicillium marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333)	876	Glycosyl hydrolase 3 family
W9JM10	W9JM10_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_14668	Fusarium oxysporum Fo47	832	Glycosyl hydrolase 3 family
W9LH26	W9LH26_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_02123	Fusarium oxysporum Fo47	948	Glycosyl hydrolase 3 family
W9JXU7	W9JXU7_FUSOX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOZG_13705	Fusarium oxysporum Fo47	1331	Glycosyl hydrolase 3 family
W7MW98	W7MW98_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_10788	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	840	Glycosyl hydrolase 3 family
B6GWV4	B6GWV4_PENCW	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Pc12g11110 PCH_Pc12g11110	Penicillium chrysogenum (strain ATCC 28089 / DSM 1075 / Wisconsin 54-1255) (Penicillium notatum)	869	Glycosyl hydrolase 3 family
B6H7R5	B6H7R5_PENCW	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Pc16g08130 PCH_Pc16g08130	Penicillium chrysogenum (strain ATCC 28089 / DSM 1075 / Wisconsin 54-1255) (Penicillium notatum)	840	Glycosyl hydrolase 3 family
W7MEA4	W7MEA4_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_09248	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	832	Glycosyl hydrolase 3 family
C0S319	C0S319_PARBP	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PABG_02083	Paracoccidioides brasiliensis (strain Pb03)	885	Glycosyl hydrolase 3 family
W7MAL9	W7MAL9_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_08365	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	831	Glycosyl hydrolase 3 family
C0S2G7	C0S2G7_PARBP	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PABG_01872	Paracoccidioides brasiliensis (strain Pb03)	874	Glycosyl hydrolase 3 family
